date,value
1900-10-11,9313.76032200392
1900-10-12,9360.873860160817
1900-10-13,9370.679714479664
1900-10-14,9409.884764563078
1900-10-15,9443.76079905662
1900-10-16,9472.371591910503
1900-10-17,9497.972361302065
1900-10-18,9530.13619106398
1900-10-19,9558.774368529706
1900-10-20,9588.326658249583
1900-10-21,9625.527049850572
1900-10-22,9653.041033266707
1900-10-23,9677.739594197497
1900-10-24,9715.6215085638
1900-10-25,27895.948237989687
1900-10-26,9774.939739503072
1900-10-27,9803.85594787676
1900-10-28,9826.366028144934
1900-10-29,9857.484033545135
1900-10-30,9893.765989659241
1900-10-31,9922.796514602956
1900-11-01,9949.325767203769
1900-11-02,9979.672905832054
1900-11-03,10015.100880656739
1900-11-04,10035.351191780552
1900-11-05,10070.611145314724
1900-11-06,10096.40133390918
1900-11-07,10125.830471025953
1900-11-08,10161.889194400035
1900-11-09,10189.968590418654
1900-11-10,10219.324933120872
1900-11-11,10251.17024536512
1900-11-12,10274.102839525218
1900-11-13,10306.731969328732
1900-11-14,10331.064582670891
1900-11-15,10363.499700774097
1900-11-16,10390.460259714746
1900-11-17,10420.79712713597
1900-11-18,29928.63426379778
1900-11-19,10474.530239780122
1900-11-20,10518.191129459641
1900-11-21,10531.775675056759
1900-11-22,10559.780020174727
1900-11-23,10600.655264758147
1900-11-24,10627.805230469428
1900-11-25,10655.918095823692
1900-11-26,10684.858090920023
1900-11-27,10710.542196901757
1900-11-28,10734.97234101267
1900-11-29,10768.660846526278
1900-11-30,10793.687168948083
1900-12-01,10830.707587087216
1900-12-02,10853.823483905508
1900-12-03,10879.125753130133
1900-12-04,10910.308378640615
1900-12-05,10942.609548910285
1900-12-06,10966.323282437954
1900-12-07,10993.59516137456
1900-12-08,11027.456317058703
1900-12-09,11055.961506012172
1900-12-10,11080.667839047055
1900-12-11,11109.280249977897
1900-12-12,11141.195497890323
1900-12-13,11161.161468707744
1900-12-14,11189.69796476617
1900-12-15,11221.443122361232
1900-12-16,11252.23474983927
1900-12-17,11283.08966365034
1900-12-18,11317.111461118388
1900-12-19,11342.188862339797
1900-12-20,11365.233001834853
1900-12-21,11394.035905968673
1900-12-22,11417.182711263307
1900-12-23,11450.133158432325
1900-12-24,11476.778708384414
1900-12-25,11507.79769988283
1900-12-26,11529.975802596635
1900-12-27,11564.602201647225
1900-12-28,11597.528253830007
1900-12-29,11617.145344140032
1900-12-30,11647.487701641718
1900-12-31,11676.685190876004
1901-01-01,11698.948943490033
1901-01-02,11729.761247647768
1901-01-03,11756.354568603796
1901-01-04,11784.395808043872
1901-01-05,11807.623116895036
1901-01-06,11839.15629008656
1901-01-07,11869.034057140248
1901-01-08,11901.274781294034
1901-01-09,11926.255004197968
1901-01-10,34244.13177404194
1901-01-11,34280.6844253071
1901-01-12,12007.92573210444
1901-01-13,12031.777966221784
1901-01-14,12069.071579647556
1901-01-15,12081.306482631579
1901-01-16,12108.338793091618
1901-01-17,12136.693805472147
1901-01-18,12156.188513719593
1901-01-19,12191.260217318797
1901-01-20,12217.138024956479
1901-01-21,12248.693968198937
1901-01-22,12276.6226248351
1901-01-23,12311.229999159468
1901-01-24,12333.499938217446
1901-01-25,12352.725268714275
1901-01-26,12377.942895460608
1901-01-27,12411.682880423097
1901-01-28,35589.15714059031
1901-01-29,12471.846292467126
1901-01-30,12495.263438242224
1901-01-31,12513.660413656165
1901-02-01,12534.04340943996
1901-02-02,12575.943890739389
1901-02-03,12595.129853874298
1901-02-04,12628.382157286607
1901-02-05,12640.673879509577
1901-02-06,12672.064425384033
1901-02-07,12701.4650635905
1901-02-08,12728.013475942926
1901-02-09,12751.830078291297
1901-02-10,12783.458514393009
1901-02-11,12801.231969803046
1901-02-12,12832.045851720528
1901-02-13,12859.508696430725
1901-02-14,12887.590595566944
1901-02-15,12914.649295090072
1901-02-16,12931.502388016143
1901-02-17,12955.450886278219
1901-02-18,12995.4671033011
1901-02-19,13016.658877351021
1901-02-20,13037.13471149892
1901-02-21,13074.47391260705
1901-02-22,13093.098629086935
1901-02-23,13124.179862756562
1901-02-24,13144.345031110759
1901-02-25,13179.996104469978
1901-02-26,13204.114782917693
1901-02-27,13219.699683100916
1901-02-28,13251.369418690118
1901-03-01,13275.266062522454
1901-03-02,13304.370442058329
1901-03-03,13318.151175147783
1901-03-04,13351.814888758803
1901-03-05,13379.045847991096
1901-03-06,13390.28930169224
1901-03-07,13418.45608409558
1901-03-08,13439.425621887496
1901-03-09,13473.484108038534
1901-03-10,13503.588091094172
1901-03-11,13532.641205821888
1901-03-12,13550.588663442424
1901-03-13,13583.409689690041
1901-03-14,13593.37410586573
1901-03-15,13616.725206376997
1901-03-16,13649.891315288196
1901-03-17,13676.975671718037
1901-03-18,13699.737442715534
1901-03-19,13714.368485161393
1901-03-20,13749.024007944332
1901-03-21,13767.670232567285
1901-03-22,13802.2229004837
1901-03-23,13825.34839879735
1901-03-24,13843.415717157633
1901-03-25,13870.104255379549
1901-03-26,13891.89468836999
1901-03-27,13921.353145546576
1901-03-28,13950.876583755966
1901-03-29,13965.565046258847
1901-03-30,13997.365113894328
1901-03-31,14016.5031259361
1901-04-01,14039.457837982245
1901-04-02,14067.113021506797
1901-04-03,14086.656043671883
1901-04-04,14113.206129440143
1901-04-05,14134.085073907774
1901-04-06,14173.956071300076
1901-04-07,14188.324568785838
1901-04-08,14208.623180391964
1901-04-09,14237.122944421946
1901-04-10,14259.38025022694
1901-04-11,14282.683425521573
1901-04-12,14310.662956391834
1901-04-13,14335.140906160605
1901-04-14,14352.419431081526
1901-04-15,14375.868668586574
1901-04-16,14401.00550743249
1901-04-17,14414.461278905344
1901-04-18,14441.942090562312
1901-04-19,14479.856550466804
1901-04-20,14504.708052971337
1901-04-21,14518.655901531967
1901-04-22,14546.15849608424
1901-04-23,14568.163284083912
1901-04-24,14605.289382316805
1901-04-25,14618.737351262758
1901-04-26,14635.700871322304
1901-04-27,14654.720154598215
1901-04-28,14674.579368602279
1901-04-29,14706.698938728914
1901-04-30,14724.926095305222
1901-05-01,14744.578948423927
1901-05-02,14771.395791401303
1901-05-03,14792.115357147675
1901-05-04,14828.80918088965
1901-05-05,14847.58791309614
1901-05-06,14865.90189072452
1901-05-07,14896.059244372893
1901-05-08,14911.719797327853
1901-05-09,14929.655561625568
1901-05-10,14964.162157091754
1901-05-11,14981.781100858589
1901-05-12,14996.395726427805
1901-05-13,15023.080995887942
1901-05-14,15042.06058863751
1901-05-15,15061.885863582953
1901-05-16,15095.747057308907
1901-05-17,15122.934618533067
1901-05-18,15128.621055206107
1901-05-19,15160.61002268057
1901-05-20,15176.67810657681
1901-05-21,15199.586628892028
1901-05-22,15221.105950134914
1901-05-23,15241.748291637636
1901-05-24,15268.265775502556
1901-05-25,15285.77786930119
1901-05-26,15313.148821807656
1901-05-27,15333.363664968538
1901-05-28,15354.192768061537
1901-05-29,15372.57661274566
1901-05-30,15395.911702315316
1901-05-31,15424.207783469941
1901-06-01,15444.524757555922
1901-06-02,15458.675751155182
1901-06-03,15485.557491868423
1901-06-04,15510.26895197376
1901-06-05,15519.569995009902
1901-06-06,15551.99258260531
1901-06-07,15567.275114509212
1901-06-08,15594.70730614064
1901-06-09,15609.257660879884
1901-06-10,15625.222691070963
1901-06-11,15647.235972156706
1901-06-12,15676.694066662765
1901-06-13,15698.785523922414
1901-06-14,15713.951846901511
1901-06-15,15742.60609742943
1901-06-16,15751.998363933115
1901-06-17,15780.82145600458
1901-06-18,15795.895664179921
1901-06-19,15819.443392170602
1901-06-20,15843.644269008895
1901-06-21,15859.762725381917
1901-06-22,15882.752282997868
1901-06-23,15910.269483711765
1901-06-24,15922.869148322281
1901-06-25,15950.400224053858
1901-06-26,15960.993891765773
1901-06-27,15989.664555239257
1901-06-28,16014.548870712795
1901-06-29,16015.26062264311
1901-06-30,16043.864450141542
1901-07-01,16070.91657167879
1901-07-02,16087.150411835095
1901-07-03,16110.10787884441
1901-07-04,16125.270757279428
1901-07-05,16148.714129084585
1901-07-06,16167.445194421138
1901-07-07,16193.956735334365
1901-07-08,16209.235958250754
1901-07-09,16229.449621679027
1901-07-10,16245.451644087709
1901-07-11,16264.774025595181
1901-07-12,16284.701841996904
1901-07-13,16308.440959610842
1901-07-14,16323.9192736633
1901-07-15,16346.979940332763
1901-07-16,16375.366254585855
1901-07-17,16388.75431511289
1901-07-18,16402.129213436485
1901-07-19,16429.077180892586
1901-07-20,16440.29359761308
1901-07-21,16451.357240484795
1901-07-22,16475.672288393886
1901-07-23,16490.474528000923
1901-07-24,16517.137541623208
1901-07-25,16538.004619212108
1901-07-26,16565.262872187082
1901-07-27,16577.434164188267
1901-07-28,16593.573493246848
1901-07-29,16617.63606288581
1901-07-30,16621.2039118277
1901-07-31,16652.15867279292
1901-08-01,16673.506339918014
1901-08-02,16680.880843209146
1901-08-03,16712.56459606069
1901-08-04,16727.060594727034
1901-08-05,16741.7641400719
1901-08-06,16765.42708084698
1901-08-07,16791.98929756776
1901-08-08,16799.867841315594
1901-08-09,16818.472249992763
1901-08-10,16833.156885252334
1901-08-11,16849.37686181617
1901-08-12,16875.89995358981
1901-08-13,16885.539789005514
1901-08-14,16908.199661736653
1901-08-15,16923.424800672008
1901-08-16,16946.128825631105
1901-08-17,16963.272603317513
1901-08-18,16984.6118330937
1901-08-19,16994.643313002263
1901-08-20,17013.56264988707
1901-08-21,17027.686150544592
1901-08-22,17047.975709576356
1901-08-23,17069.650094639095
1901-08-24,17089.064108599287
1901-08-25,17098.133016934236
1901-08-26,17124.50560369422
1901-08-27,17144.29849437939
1901-08-28,17156.89915915099
1901-08-29,17181.47654006102
1901-08-30,17185.433036587354
1901-08-31,17200.23692443128
1901-09-01,17214.673554559366
1901-09-02,17248.103026571134
1901-09-03,17260.898922873705
1901-09-04,17274.302050350976
1901-09-05,17292.881234805307
1901-09-06,17302.703852731705
1901-09-07,17337.35840211147
1901-09-08,17342.52248009631
1901-09-09,17359.118417790487
1901-09-10,17378.843634309163
1901-09-11,17394.211442698186
1901-09-12,17409.46560037817
1901-09-13,17420.88173060763
1901-09-14,17443.627456906466
1901-09-15,17467.064290297807
1901-09-16,17480.713312204396
1901-09-17,17498.232131887507
1901-09-18,17503.938001088558
1901-09-19,17517.72178148915
1901-09-20,17538.164394135176
1901-09-21,17555.143225244705
1901-09-22,17576.35453095726
1901-09-23,17578.387875718698
1901-09-24,17610.41218102946
1901-09-25,17617.836177963727
1901-09-26,17632.301110143373
1901-09-27,17645.13175437333
1901-09-28,17657.622169230533
1901-09-29,17685.663850453122
1901-09-30,17697.51345409139
1901-10-01,17706.243201589128
1901-10-02,17721.710982657965
1901-10-03,17741.94800569452
1901-10-04,17767.359725533046
1901-10-05,17773.05143986571
1901-10-06,17782.115504687292
1901-10-07,17803.631325348295
1901-10-08,17818.67219684944
1901-10-09,17821.674062911843
1901-10-10,17849.956565363904
1901-10-11,17864.089727657058
1901-10-12,17883.68856484315
1901-10-13,17904.362173519592
1901-10-14,17915.606760906485
1901-10-15,17923.43267323924
1901-10-16,17933.994261990374
1901-10-17,17967.09001514887
1901-10-18,17969.16213866376
1901-10-19,17983.52498524143
1901-10-20,17997.870423884844
1901-10-21,18013.463558395095
1901-10-22,18026.179749175764
1901-10-23,18038.407946018317
1901-10-24,18052.86291129617
1901-10-25,18069.700591851677
1901-10-26,18081.360546076015
1901-10-27,18094.672869713144
1901-10-28,18112.87475302279
1901-10-29,18125.119251374803
1901-10-30,18147.911628218946
1901-10-31,18141.08028836154
1901-11-01,18173.68205234091
1901-11-02,18188.290189669162
1901-11-03,18185.473881675287
1901-11-04,52134.74247658049
1901-11-05,18221.383072318044
1901-11-06,18229.82101077304
1901-11-07,18246.53343774992
1901-11-08,18258.379212606043
1901-11-09,18286.148592922997
1901-11-10,18295.466319455143
1901-11-11,18310.491887504348
1901-11-12,18321.03411465291
1901-11-13,18325.01755571181
1901-11-14,18341.222651733882
1901-11-15,18359.41990312311
1901-11-16,18363.93546793264
1901-11-17,18386.629436012725
1901-11-18,18394.826374958906
1901-11-19,18407.0626383436
1901-11-20,18425.34542630101
1901-11-21,18436.810932208813
1901-11-22,18445.528840754836
1901-11-23,18465.819405065653
1901-11-24,18467.251514362175
1901-11-25,18488.31553658978
1901-11-26,18500.72530728356
1901-11-27,18508.68088856302
1901-11-28,18524.27294557069
1901-11-29,18528.745174981726
1901-11-30,18551.924106001952
1901-12-01,18558.62741700156
1901-12-02,18569.130961355906
1901-12-03,18589.126926784462
1901-12-04,18592.44208541056
1901-12-05,18600.948003353955
1901-12-06,18612.178216622666
1901-12-07,18634.90697566536
1901-12-08,18637.334817574585
1901-12-09,18664.31541309632
1901-12-10,18656.88067699263
1901-12-11,18687.46585645566
1901-12-12,18691.67624617392
1901-12-13,18701.719476213788
1901-12-14,18711.004593220914
1901-12-15,18727.195245455317
1901-12-16,18736.42596251231
1901-12-17,18753.489377218495
1901-12-18,18759.846864375126
1901-12-19,18771.274185863826
1901-12-20,18779.895625748995
1901-12-21,18792.56399366718
1901-12-22,18805.466757387312
1901-12-23,18806.39989184315
1901-12-24,18819.176717357226
1901-12-25,18840.54476805431
1901-12-26,18848.53743757006
1901-12-27,18857.561683561667
1901-12-28,18869.316054398027
1901-12-29,18881.647840097055
1901-12-30,18887.840910244195
1901-12-31,18897.22166038859
1902-01-01,18912.60955217856
1902-01-02,18917.199238810263
1902-01-03,18934.536746737187
1902-01-04,18934.330517387032
1902-01-05,18958.280707125334
1902-01-06,18965.73292002098
1902-01-07,18974.828564316645
1902-01-08,18988.583802360663
1902-01-09,19002.063069780095
1902-01-10,19008.81628604969
1902-01-11,19004.492160681453
1902-01-12,19017.19407112922
1902-01-13,19030.306585442995
1902-01-14,19043.343124595427
1902-01-15,19055.526194672588
1902-01-16,19058.97762068016
1902-01-17,19073.151794598947
1902-01-18,19077.99581907388
1902-01-19,19088.213040850187
1902-01-20,19093.67831509132
1902-01-21,19105.47951121546
1902-01-22,19112.664349196275
1902-01-23,19123.813510562337
1902-01-24,19143.174172323157
1902-01-25,19142.315009573376
1902-01-26,19169.322881607164
1902-01-27,19167.669427233497
1902-01-28,19175.11175673621
1902-01-29,19178.82337047913
1902-01-30,19195.487110013557
1902-01-31,19197.92056396591
1902-02-01,19210.164759334508
1902-02-02,19231.05382840948
1902-02-03,19226.414513747808
1902-02-04,19241.225273426124
1902-02-05,19240.489778355655
1902-02-06,19252.300106141993
1902-02-07,19269.74104877073
1902-02-08,19266.10679081489
1902-02-09,19286.60100771678
1902-02-10,19289.31719670742
1902-02-11,19291.148283673374
1902-02-12,19305.24732049954
1902-02-13,19315.0151775123
1902-02-14,19321.271013393954
1902-02-15,19318.262808981774
1902-02-16,19330.372602371655
1902-02-17,19340.60741357603
1902-02-18,19349.251897277794
1902-02-19,19360.44879825097
1902-02-20,19365.897608453077
1902-02-21,19365.938316531174
1902-02-22,19382.064208664135
1902-02-23,19390.70655261602
1902-02-24,19397.88518136516
1902-02-25,19407.86491627514
1902-02-26,19413.947562929825
1902-02-27,19419.332925924104
1902-02-28,19423.88738224749
1902-03-01,19423.07668153629
1902-03-02,19440.6149212088
1902-03-03,19446.53265952799
1902-03-04,19453.821532058293
1902-03-05,19452.99131647756
1902-03-06,19460.823181918153
1902-03-07,19478.289597176463
1902-03-08,19479.56336787507
1902-03-09,19489.847879901634
1902-03-10,19493.20310286471
1902-03-11,19499.77330798488
1902-03-12,19510.82082446207
1902-03-13,19509.995902057013
1902-03-14,19519.445272421865
1902-03-15,19522.98363813025
1902-03-16,19529.39466346765
1902-03-17,19536.235178982304
1902-03-18,19545.04734955839
1902-03-19,19547.640306112797
1902-03-20,19562.351907277432
1902-03-21,19557.580858134454
1902-03-22,19567.041976821038
1902-03-23,19571.64177455268
1902-03-24,19586.881050652442
1902-03-25,19586.376285435723
1902-03-26,19596.24168603332
1902-03-27,19589.285197411424
1902-03-28,19603.620353575014
1902-03-29,19612.246909265028
1902-03-30,19613.665361563686
1902-03-31,19623.9780465024
1902-04-01,19621.402405629226
1902-04-02,19636.315272313062
1902-04-03,19645.984180852683
1902-04-04,19637.838104528575
1902-04-05,19642.528828050927
1902-04-06,19657.068727032394
1902-04-07,19662.6865346304
1902-04-08,19657.102633064955
1902-04-09,19662.485633409902
1902-04-10,19667.988638866816
1902-04-11,19667.42764919189
1902-04-12,19674.25031274375
1902-04-13,19678.457855911493
1902-04-14,19684.215861549485
1902-04-15,19692.39900292315
1902-04-16,19698.202353531775
1902-04-17,19709.183895708753
1902-04-18,19700.780983799865
1902-04-19,19714.9769608289
1902-04-20,19713.20922038738
1902-04-21,19718.19686981038
1902-04-22,19725.92450476111
1902-04-23,19720.98419871319
1902-04-24,19732.49842921362
1902-04-25,19735.34837106267
1902-04-26,19740.849241668326
1902-04-27,19743.644837767275
1902-04-28,19758.228626578944
1902-04-29,19746.45766785587
1902-04-30,19750.626724074355
1902-05-01,19753.742435246913
1902-05-02,19757.598258227867
1902-05-03,19760.647280178844
1902-05-04,19773.178925816457
1902-05-05,19777.67703658169
1902-05-06,19771.0024905452
1902-05-07,19772.917175142913
1902-05-08,19782.59977611274
1902-05-09,19780.586332940085
1902-05-10,19789.557851944497
1902-05-11,19790.39453804784
1902-05-12,19784.728908555055
1902-05-13,19802.913828301625
1902-05-14,19806.96532185865
1902-05-15,19797.672570501978
1902-05-16,19801.48952728372
1902-05-17,19807.48981541355
1902-05-18,19810.30614978871
1902-05-19,19814.440880513142
1902-05-20,19823.65438319171
1902-05-21,19815.114726025637
1902-05-22,19814.344970377948
1902-05-23,19813.717740300715
1902-05-24,19819.17844428933
1902-05-25,19824.827088861726
1902-05-26,19836.06600662543
1902-05-27,19826.54651207025
1902-05-28,19832.235710763445
1902-05-29,19832.957703828608
1902-05-30,19840.845670700804
1902-05-31,19849.343085240653
1902-06-01,19835.799624985157
1902-06-02,19837.693138719336
1902-06-03,19846.988323301448
1902-06-04,19846.744969984124
1902-06-05,19854.07784832935
1902-06-06,19849.213552421275
1902-06-07,19845.887846723912
1902-06-08,19851.968768339088
1902-06-09,19855.830986031724
1902-06-10,19855.602635699655
1902-06-11,19855.190130297506
1902-06-12,19859.08144375891
1902-06-13,19860.62962956562
1902-06-14,19862.669795492715
1902-06-15,19859.919163185095
1902-06-16,19856.697397679985
1902-06-17,19859.064688987826
1902-06-18,19865.102553192366
1902-06-19,19855.664970505095
1902-06-20,19862.213406142182
1902-06-21,19858.964484228654
1902-06-22,19861.576786944825
1902-06-23,19868.267950598703
1902-06-24,19863.21455724081
1902-06-25,19862.815355835537
1902-06-26,19856.048742757972
1902-06-27,19866.78487960588
1902-06-28,19866.42735788535
1902-06-29,19874.103271813023
1902-06-30,19861.775903549038
1902-07-01,19864.37907767303
1902-07-02,19864.43951019653
1902-07-03,19870.929858176794
1902-07-04,19862.35684837278
1902-07-05,19863.959902352653
1902-07-06,19865.276480745073
1902-07-07,19862.782982595425
1902-07-08,19859.17144370299
1902-07-09,56870.6989831467
1902-07-10,19865.701331844055
1902-07-11,19854.576485403653
1902-07-12,19859.690539656403
1902-07-13,19854.782458755453
1902-07-14,19863.45641143492
1902-07-15,19849.0041050739
1902-07-16,19852.90503962367
1902-07-17,19856.60606773515
